id,cidade,estado,sigla,codigo,gentilico,latitude,longitude,populacao,area,densidade
2374,Pontes e Lacerda,Mato Grosso,MT,5106752,lacerdense,-15.2325772,-59.3322746,45436,8567.46,5.3
2375,Porto Alegre do Norte,Mato Grosso,MT,5106778,porto-alegrense,-10.8853577,-51.6387545,12517,3972.26,3.2
2376,Porto dos Gaúchos,Mato Grosso,MT,5106802,porto-gauchense,-11.53341,-57.4137278,5410,6862.12,0.8
2377,Porto Esperidião,Mato Grosso,MT,5106828,portense,-16.0249617,-59.0123679,12017,5810.98,2.1
2378,Porto Estrela,Mato Grosso,MT,5106851,portoestrelense,-15.5287311,-57.2366964,2963,2057.33,1.4
2379,Poxoréu,Mato Grosso,MT,5107008,poxoreano,-15.8414488,-54.3887597,16219,6874.16,2.4
2380,Primavera do Leste,Mato Grosso,MT,5107040,primaverense,-15.5605187,-54.2950554,62019,5482.07,11.3
2381,Querência,Mato Grosso,MT,5107065,querenciano,-12.5943487,-52.2077548,17479,17786.2,1.0
2382,Reserva do Cabaçal,Mato Grosso,MT,5107156,reservense,-14.9754772,-58.4173358,2732,1342.08,2.0
2383,Ribeirão Cascalheira,Mato Grosso,MT,5107180,cascalheirense,-12.9372237,-51.8248936,10206,11354.81,0.9
2384,Ribeirãozinho,Mato Grosso,MT,5107198,ribeirãozense,-16.4715748,-52.7455935,2405,625.81,3.8
2385,Rio Branco,Mato Grosso,MT,5107206,rio-branquense,-15.2634934,-58.143739,5156,561.64,9.2
2386,Rondolândia,Mato Grosso,MT,5107578,rondolandense,-10.4473142,-61.1403196,4001,12670.91,0.3
2387,Rondonópolis,Mato Grosso,MT,5107602,rondonopolitano,-16.4654526,-54.6387369,232491,4686.62,49.6
2388,Rosário Oeste,Mato Grosso,MT,5107701,rosariense,-14.8931246,-56.1142253,17151,7169.88,2.4
2389,Salto do Céu,Mato Grosso,MT,5107750,saltense,-15.0840556,-58.052689,3365,1754.5,1.9
2390,Santa Carmem,Mato Grosso,MT,5107248,santa-carmense,-11.9738783,-55.2787696,4525,3855.36,1.2
2391,Santa Cruz do Xingu,Mato Grosso,MT,5107743,santa-cruzense-do-xingu,-10.077701,-52.5318604,2564,5651.75,0.5
2392,Santa Rita do Trivelato,Mato Grosso,MT,5107768,trivelatenses,-13.783972,-55.2259207,3429,4734.93,0.7
2393,Santa Terezinha,Mato Grosso,MT,5107776,santa-terezinhense,-10.4707706,-50.5144341,8371,6466.89,1.3
2394,Santo Afonso,Mato Grosso,MT,5107263,santo-afonsense,-14.4956518,-57.00306,3146,1174.21,2.7
2395,Santo Antônio do Leste,Mato Grosso,MT,5107792,santo-antoniense-do-leste,-14.8049987,-53.6075251,5174,3404.57,1.5
2396,Santo Antônio do Leverger,Mato Grosso,MT,5107800,santo-antoniense (papa abóbora),-15.8628421,-56.0792473,16628,9442.46,1.8
2397,São Félix do Araguaia,Mato Grosso,MT,5107859,são-felixcense,-11.2748641,-52.5318604,11708,16713.48,0.7
2398,São José do Povo,Mato Grosso,MT,5107297,sãojoseenses-do-povo,-16.4805204,-54.2811537,4063,448.29,9.1
2399,São José do Rio Claro,Mato Grosso,MT,5107305,rio-clarense,-13.5518468,-56.8311117,20664,4533.01,4.6
2400,São José do Xingu,Mato Grosso,MT,5107354,São-xinguano,-10.6738878,-52.5318604,5595,7459.65,0.8
2401,São José dos Quatro Marcos,Mato Grosso,MT,5107107,quatro-marquense,-15.6237272,-58.3260629,18906,1287.88,14.7
2402,São Pedro da Cipa,Mato Grosso,MT,5107404,cipense,-15.9598044,-54.7192376,4727,344.05,13.7
2403,Sapezal,Mato Grosso,MT,5107875,sapezalense,-13.5479425,-58.820371,25881,13624.37,1.9
2404,Serra Nova Dourada,Mato Grosso,MT,5107883,serra douradense,-12.0392654,-51.3889736,1650,1500.39,1.1
2405,Sinop,Mato Grosso,MT,5107909,sinopense,-11.8608456,-55.5095451,142996,3941.96,36.3
2406,Sorriso,Mato Grosso,MT,5107925,sorrisiense,-12.5429239,-55.7215037,90313,9347.56,9.7
2407,Tabaporã,Mato Grosso,MT,5107941,tabapoaense,-11.3065234,-56.2757058,9489,8448.0,1.1
